symbol,cik,filing_url,document_url,extraction_date
AMZN,0001018724,https://www.sec.gov/Archives/edgar/data/1018724/000101872425000004/0001018724-25-000004-index.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/1018724/000101872425000004/amzn-20241231.htm,2025-06-23T15:25:15.558082
