symbol,cik,filing_url,document_url,extraction_date
MSFT,0000789019,https://www.sec.gov/Archives/edgar/data/789019/000095017024087843/0000950170-24-087843-index.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm,2025-06-23T15:25:20.867448
