date,revenue,close,volume,pe_ratio,eps,beta
2024-08-08 04:00:00,,198.83999633789065,65033900.0,185.0862,1.74,2.461
2024-08-09 04:00:00,,200.0,58648300.0,185.0862,1.74,2.461
2024-08-12 04:00:00,,197.4900054931641,64044900.0,185.0862,1.74,2.461
2024-08-13 04:00:00,,207.8300018310547,76247400.0,185.0862,1.74,2.461
2024-08-14 04:00:00,,201.3800048828125,70250000.0,185.0862,1.74,2.461
2024-08-15 04:00:00,,214.13999938964844,89848500.0,185.0862,1.74,2.461
2024-08-16 04:00:00,,216.1199951171875,88765100.0,185.0862,1.74,2.461
2024-08-19 04:00:00,,222.72000122070312,76435200.0,185.0862,1.74,2.461
2024-08-20 04:00:00,,221.1000061035156,74001200.0,185.0862,1.74,2.461
2024-08-21 04:00:00,,223.27000427246097,70146000.0,185.0862,1.74,2.461
2024-08-22 04:00:00,,210.66000366210935,79514500.0,185.0862,1.74,2.461
2024-08-23 04:00:00,,220.32000732421875,81525200.0,185.0862,1.74,2.461
2024-08-26 04:00:00,,213.2100067138672,59301200.0,185.0862,1.74,2.461
2024-08-27 04:00:00,,209.2100067138672,62821400.0,185.0862,1.74,2.461
2024-08-28 04:00:00,,205.75,64116400.0,185.0862,1.74,2.461
2024-08-29 04:00:00,,206.27999877929688,62308800.0,185.0862,1.74,2.461
2024-08-30 04:00:00,,214.11000061035156,63370600.0,185.0862,1.74,2.461
2024-09-03 04:00:00,,210.6000061035156,76714200.0,185.0862,1.74,2.461
2024-09-04 04:00:00,,219.41000366210935,80651800.0,185.0862,1.74,2.461
2024-09-05 04:00:00,,230.1699981689453,119355000.0,185.0862,1.74,2.461
2024-09-06 04:00:00,,210.72999572753903,112177000.0,185.0862,1.74,2.461
2024-09-09 04:00:00,,216.27000427246097,67443500.0,185.0862,1.74,2.461
2024-09-10 04:00:00,,226.1699981689453,78891100.0,185.0862,1.74,2.461
2024-09-11 04:00:00,,228.1300048828125,83548600.0,185.0862,1.74,2.461
2024-09-12 04:00:00,,229.80999755859375,72020000.0,185.0862,1.74,2.461
2024-09-13 04:00:00,,230.2899932861328,59515100.0,185.0862,1.74,2.461
2024-09-16 04:00:00,,226.77999877929688,54323000.0,185.0862,1.74,2.461
2024-09-17 04:00:00,,227.8699951171875,66761600.0,185.0862,1.74,2.461
2024-09-18 04:00:00,,227.1999969482422,78010200.0,185.0862,1.74,2.461
2024-09-19 04:00:00,,243.9199981689453,102694600.0,185.0862,1.74,2.461
2024-09-20 04:00:00,,238.25,99879100.0,185.0862,1.74,2.461
2024-09-23 04:00:00,,250.0,86927200.0,185.0862,1.74,2.461
2024-09-24 04:00:00,,254.27000427246097,88491000.0,185.0862,1.74,2.461
2024-09-25 04:00:00,,257.0199890136719,65034300.0,185.0862,1.74,2.461
2024-09-26 04:00:00,,254.22000122070312,67142200.0,185.0862,1.74,2.461
2024-09-27 04:00:00,,260.4599914550781,70988100.0,185.0862,1.74,2.461
2024-09-30 04:00:00,,261.6300048828125,80705700.0,185.0862,1.74,2.461
2024-10-01 04:00:00,,258.0199890136719,87397600.0,185.0862,1.74,2.461
2024-10-02 04:00:00,,249.02000427246097,93983900.0,185.0862,1.74,2.461
2024-10-03 04:00:00,,240.66000366210935,80729200.0,185.0862,1.74,2.461
2024-10-04 04:00:00,,250.0800018310547,86573200.0,185.0862,1.74,2.461
2024-10-07 04:00:00,,240.8300018310547,68113300.0,185.0862,1.74,2.461
2024-10-08 04:00:00,,244.5,56303200.0,185.0862,1.74,2.461
2024-10-09 04:00:00,,241.0500030517578,66289500.0,185.0862,1.74,2.461
2024-10-10 04:00:00,,238.77000427246097,83087100.0,185.0862,1.74,2.461
2024-10-11 04:00:00,,217.8000030517578,142628900.0,185.0862,1.74,2.461
2024-10-14 04:00:00,,219.16000366210935,86291900.0,185.0862,1.74,2.461
2024-10-15 04:00:00,,219.57000732421875,62988800.0,185.0862,1.74,2.461
2024-10-16 04:00:00,,221.3300018310547,49632800.0,185.0862,1.74,2.461
2024-10-17 04:00:00,,220.88999938964844,50791800.0,185.0862,1.74,2.461
2024-10-18 04:00:00,,220.6999969482422,49611900.0,185.0862,1.74,2.461
2024-10-21 04:00:00,,218.8500061035156,47329000.0,185.0862,1.74,2.461
2024-10-22 04:00:00,,217.97000122070312,43268700.0,185.0862,1.74,2.461
2024-10-23 04:00:00,,213.6499938964844,80938900.0,185.0862,1.74,2.461
2024-10-24 04:00:00,,260.4800109863281,204491900.0,185.0862,1.74,2.461
2024-10-25 04:00:00,,269.19000244140625,161611900.0,185.0862,1.74,2.461
2024-10-28 04:00:00,,262.510009765625,107653600.0,185.0862,1.74,2.461
2024-10-29 04:00:00,,259.5199890136719,80521800.0,185.0862,1.74,2.461
2024-10-30 04:00:00,,257.54998779296875,53993600.0,185.0862,1.74,2.461
2024-10-31 04:00:00,,249.8500061035156,66575300.0,185.0862,1.74,2.461
2024-11-01 04:00:00,,248.97999572753903,57544800.0,185.0862,1.74,2.461
2024-11-04 05:00:00,,242.83999633789065,68802400.0,185.0862,1.74,2.461
2024-11-05 05:00:00,,251.44000244140625,69282500.0,185.0862,1.74,2.461
2024-11-06 05:00:00,,288.5299987792969,165228700.0,185.0862,1.74,2.461
2024-11-07 05:00:00,,296.9100036621094,117309200.0,185.0862,1.74,2.461
2024-11-08 05:00:00,,321.2200012207031,204782800.0,185.0862,1.74,2.461
2024-11-11 05:00:00,,350.0,210521600.0,185.0862,1.74,2.461
2024-11-12 05:00:00,,328.489990234375,155726000.0,185.0862,1.74,2.461
2024-11-13 05:00:00,,330.239990234375,125405600.0,185.0862,1.74,2.461
2024-11-14 05:00:00,,311.17999267578125,120726100.0,185.0862,1.74,2.461
2024-11-15 05:00:00,,320.7200012207031,114440300.0,185.0862,1.74,2.461
2024-11-18 05:00:00,,338.739990234375,126547500.0,185.0862,1.74,2.461
2024-11-19 05:00:00,,346.0,88852500.0,185.0862,1.74,2.461
2024-11-20 05:00:00,,342.0299987792969,66340700.0,185.0862,1.74,2.461
2024-11-21 05:00:00,,339.6400146484375,58011700.0,185.0862,1.74,2.461
2024-11-22 05:00:00,,352.55999755859375,89140700.0,185.0862,1.74,2.461
2024-11-25 05:00:00,,338.5899963378906,95890900.0,185.0862,1.74,2.461
2024-11-26 05:00:00,,338.2300109863281,62295900.0,185.0862,1.74,2.461
2024-11-27 05:00:00,,332.8900146484375,57896400.0,185.0862,1.74,2.461
2024-11-29 05:00:00,,345.1600036621094,37167600.0,185.0862,1.74,2.461
2024-12-02 05:00:00,,357.0899963378906,77986500.0,185.0862,1.74,2.461
2024-12-03 05:00:00,,351.4200134277344,58267200.0,185.0862,1.74,2.461
2024-12-04 05:00:00,,357.92999267578125,50810900.0,185.0862,1.74,2.461
2024-12-05 05:00:00,,369.489990234375,81403600.0,185.0862,1.74,2.461
2024-12-06 05:00:00,,389.2200012207031,81455800.0,185.0862,1.74,2.461
2024-12-09 05:00:00,,389.7900085449219,96359200.0,185.0862,1.74,2.461
2024-12-10 05:00:00,,400.989990234375,97563600.0,185.0862,1.74,2.461
2024-12-11 05:00:00,,424.7699890136719,104287600.0,185.0862,1.74,2.461
2024-12-12 05:00:00,,418.1000061035156,87752200.0,185.0862,1.74,2.461
2024-12-13 05:00:00,,436.2300109863281,89000200.0,185.0862,1.74,2.461
2024-12-16 05:00:00,,463.0199890136719,114083800.0,185.0862,1.74,2.461
2024-12-17 05:00:00,,479.8599853515625,131223000.0,185.0862,1.74,2.461
2024-12-18 05:00:00,,440.1300048828125,149340800.0,185.0862,1.74,2.461
2024-12-19 05:00:00,,436.1700134277344,118566100.0,185.0862,1.74,2.461
2024-12-20 05:00:00,,421.05999755859375,132216200.0,185.0862,1.74,2.461
2024-12-23 05:00:00,,430.6000061035156,72698100.0,185.0862,1.74,2.461
2024-12-24 05:00:00,,462.2799987792969,59551800.0,185.0862,1.74,2.461
2024-12-26 05:00:00,,454.1300048828125,76366400.0,185.0862,1.74,2.461
2024-12-27 05:00:00,,431.6600036621094,82666800.0,185.0862,1.74,2.461
2024-12-30 05:00:00,,417.4100036621094,64941000.0,185.0862,1.74,2.461
2024-12-31 05:00:00,,403.8399963378906,76825100.0,185.0862,1.74,2.461
2025-01-02 05:00:00,,379.2799987792969,109710700.0,185.0862,1.74,2.461
2025-01-03 05:00:00,,410.44000244140625,95423300.0,185.0862,1.74,2.461
2025-01-06 05:00:00,,411.0499877929687,85516500.0,185.0862,1.74,2.461
2025-01-07 05:00:00,,394.3599853515625,75699500.0,185.0862,1.74,2.461
2025-01-08 05:00:00,,394.94000244140625,73038800.0,185.0862,1.74,2.461
2025-01-10 05:00:00,,394.739990234375,62287300.0,185.0862,1.74,2.461
2025-01-13 05:00:00,,403.30999755859375,67580500.0,185.0862,1.74,2.461
2025-01-14 05:00:00,,396.3599853515625,84565000.0,185.0862,1.74,2.461
2025-01-15 05:00:00,,428.2200012207031,81375500.0,185.0862,1.74,2.461
2025-01-16 05:00:00,,413.8200073242187,68335200.0,185.0862,1.74,2.461
2025-01-17 05:00:00,,426.5,94991400.0,185.0862,1.74,2.461
2025-01-21 05:00:00,,424.0700073242187,87320900.0,185.0862,1.74,2.461
2025-01-22 05:00:00,,415.1099853515625,60963300.0,185.0862,1.74,2.461
2025-01-23 05:00:00,,412.3800048828125,50690600.0,185.0862,1.74,2.461
2025-01-24 05:00:00,,406.5799865722656,56427100.0,185.0862,1.74,2.461
2025-01-27 05:00:00,,397.1499938964844,58125500.0,185.0862,1.74,2.461
2025-01-28 05:00:00,,398.0899963378906,48910700.0,185.0862,1.74,2.461
2025-01-29 05:00:00,,389.1000061035156,68033600.0,185.0862,1.74,2.461
2025-01-30 05:00:00,,400.2799987792969,98092900.0,185.0862,1.74,2.461
2025-01-31 05:00:00,,404.6000061035156,83568200.0,185.0862,1.74,2.461
2025-02-03 05:00:00,,383.6799926757813,93732100.0,185.0862,1.74,2.461
2025-02-04 05:00:00,,392.2099914550781,57072200.0,185.0862,1.74,2.461
2025-02-05 05:00:00,,378.1700134277344,57223300.0,185.0862,1.74,2.461
2025-02-06 05:00:00,,374.3200073242187,77918200.0,185.0862,1.74,2.461
2025-02-07 05:00:00,,361.6199951171875,70298300.0,185.0862,1.74,2.461
2025-02-10 05:00:00,,350.7300109863281,77514900.0,185.0862,1.74,2.461
2025-02-11 05:00:00,,328.5,118543400.0,185.0862,1.74,2.461
2025-02-12 05:00:00,,336.510009765625,105382700.0,185.0862,1.74,2.461
2025-02-13 05:00:00,,355.94000244140625,89441500.0,185.0862,1.74,2.461
2025-02-14 05:00:00,,355.8399963378906,68277300.0,185.0862,1.74,2.461
2025-02-18 05:00:00,,354.1099853515625,51631700.0,185.0862,1.74,2.461
2025-02-19 05:00:00,,360.55999755859375,67094400.0,185.0862,1.74,2.461
2025-02-20 05:00:00,,354.3999938964844,45965400.0,185.0862,1.74,2.461
2025-02-21 05:00:00,,337.79998779296875,74058600.0,185.0862,1.74,2.461
2025-02-24 05:00:00,,330.5299987792969,76052300.0,185.0862,1.74,2.461
2025-02-25 05:00:00,,302.79998779296875,134228800.0,185.0862,1.74,2.461
2025-02-26 05:00:00,,290.79998779296875,100118300.0,185.0862,1.74,2.461
2025-02-27 05:00:00,,281.95001220703125,101748200.0,185.0862,1.74,2.461
2025-02-28 05:00:00,,292.9800109863281,115697000.0,185.0862,1.74,2.461
2025-03-03 05:00:00,,284.6499938964844,115551400.0,185.0862,1.74,2.461
2025-03-04 05:00:00,,272.0400085449219,126706600.0,185.0862,1.74,2.461
2025-03-05 05:00:00,,279.1000061035156,94042900.0,185.0862,1.74,2.461
2025-03-06 05:00:00,,263.45001220703125,98451600.0,185.0862,1.74,2.461
2025-03-07 05:00:00,,262.6700134277344,102369600.0,185.0862,1.74,2.461
2025-03-10 04:00:00,,222.1499938964844,189076900.0,185.0862,1.74,2.461
2025-03-11 04:00:00,,230.5800018310547,174896400.0,185.0862,1.74,2.461
2025-03-12 04:00:00,,248.08999633789065,142215700.0,185.0862,1.74,2.461
2025-03-13 04:00:00,,240.67999267578125,114813500.0,185.0862,1.74,2.461
2025-03-14 04:00:00,,249.97999572753903,100242300.0,185.0862,1.74,2.461
2025-03-17 04:00:00,,238.0099945068359,111900600.0,185.0862,1.74,2.461
2025-03-18 04:00:00,,225.30999755859375,111477600.0,185.0862,1.74,2.461
2025-03-19 04:00:00,,235.86000061035156,111993800.0,185.0862,1.74,2.461
2025-03-20 04:00:00,,236.2599945068359,99028300.0,185.0862,1.74,2.461
2025-03-21 04:00:00,,248.7100067138672,132728700.0,185.0862,1.74,2.461
2025-03-24 04:00:00,,278.3900146484375,169079900.0,185.0862,1.74,2.461
2025-03-25 04:00:00,,288.1400146484375,150361500.0,185.0862,1.74,2.461
2025-03-26 04:00:00,,272.05999755859375,153629800.0,185.0862,1.74,2.461
2025-03-27 04:00:00,,273.1300048828125,162572100.0,185.0862,1.74,2.461
2025-03-28 04:00:00,,263.54998779296875,123809400.0,185.0862,1.74,2.461
2025-03-31 04:00:00,,259.1600036621094,134008900.0,185.0862,1.74,2.461
2025-04-01 04:00:00,,268.4599914550781,146486900.0,185.0862,1.74,2.461
2025-04-02 04:00:00,,282.760009765625,212787800.0,185.0862,1.74,2.461
2025-04-03 04:00:00,,267.2799987792969,136174300.0,185.0862,1.74,2.461
2025-04-04 04:00:00,,239.42999267578125,181229400.0,185.0862,1.74,2.461
2025-04-07 04:00:00,,233.2899932861328,183453800.0,185.0862,1.74,2.461
2025-04-08 04:00:00,,221.86000061035156,171603500.0,185.0862,1.74,2.461
2025-04-09 04:00:00,,272.20001220703125,219433400.0,185.0862,1.74,2.461
2025-04-10 04:00:00,,252.3999938964844,181722600.0,185.0862,1.74,2.461
2025-04-11 04:00:00,,252.30999755859375,128948100.0,185.0862,1.74,2.461
2025-04-14 04:00:00,,252.3500061035156,100135200.0,185.0862,1.74,2.461
2025-04-15 04:00:00,,254.11000061035156,79594300.0,185.0862,1.74,2.461
2025-04-16 04:00:00,,241.5500030517578,112378700.0,185.0862,1.74,2.461
2025-04-17 04:00:00,,241.3699951171875,83404800.0,185.0862,1.74,2.461
2025-04-21 04:00:00,,227.5,97768000.0,185.0862,1.74,2.461
2025-04-22 04:00:00,,237.97000122070312,120858500.0,185.0862,1.74,2.461
2025-04-23 04:00:00,,250.7400054931641,150381900.0,185.0862,1.74,2.461
2025-04-24 04:00:00,,259.510009765625,94464200.0,185.0862,1.74,2.461
2025-04-25 04:00:00,,284.95001220703125,167560700.0,185.0862,1.74,2.461
2025-04-28 04:00:00,,285.8800048828125,151731800.0,185.0862,1.74,2.461
2025-04-29 04:00:00,,292.0299987792969,108906600.0,185.0862,1.74,2.461
2025-04-30 04:00:00,,282.1600036621094,128961100.0,185.0862,1.74,2.461
2025-05-01 04:00:00,,280.5199890136719,99659000.0,185.0862,1.74,2.461
2025-05-02 04:00:00,,287.2099914550781,114454700.0,185.0862,1.74,2.461
2025-05-05 04:00:00,,280.260009765625,94618900.0,185.0862,1.74,2.461
2025-05-06 04:00:00,,275.3500061035156,76715800.0,185.0862,1.74,2.461
2025-05-07 04:00:00,,276.2200012207031,71592600.0,185.0862,1.74,2.461
2025-05-08 04:00:00,,284.82000732421875,97539400.0,185.0862,1.74,2.461
2025-05-09 04:00:00,,298.260009765625,132387800.0,185.0862,1.74,2.461
2025-05-12 04:00:00,,318.3800048828125,112826700.0,185.0862,1.74,2.461
2025-05-13 04:00:00,,334.07000732421875,136992600.0,185.0862,1.74,2.461
2025-05-14 04:00:00,,347.67999267578125,136997300.0,185.0862,1.74,2.461
2025-05-15 04:00:00,,342.82000732421875,97882600.0,185.0862,1.74,2.461
2025-05-16 04:00:00,,349.9800109863281,95895700.0,185.0862,1.74,2.461
2025-05-19 04:00:00,,342.0899963378906,88869900.0,185.0862,1.74,2.461
2025-05-20 04:00:00,,343.82000732421875,131715500.0,185.0862,1.74,2.461
2025-05-21 04:00:00,,334.6199951171875,102354800.0,185.0862,1.74,2.461
2025-05-22 04:00:00,,341.0400085449219,97113400.0,185.0862,1.74,2.461
2025-05-23 04:00:00,,339.3399963378906,84654800.0,185.0862,1.74,2.461
2025-05-27 04:00:00,,362.8900146484375,120146400.0,185.0862,1.74,2.461
2025-05-28 04:00:00,,356.8999938964844,91404300.0,185.0862,1.74,2.461
2025-05-29 04:00:00,,358.42999267578125,88545700.0,185.0862,1.74,2.461
2025-05-30 04:00:00,,346.4599914550781,123474900.0,185.0862,1.74,2.461
2025-06-02 04:00:00,,342.69000244140625,81873800.0,185.0862,1.74,2.461
2025-06-03 04:00:00,,344.2699890136719,99324500.0,185.0862,1.74,2.461
2025-06-04 04:00:00,,332.04998779296875,98912100.0,185.0862,1.74,2.461
2025-06-05 04:00:00,,284.70001220703125,287499800.0,185.0862,1.74,2.461
2025-06-06 04:00:00,,295.1400146484375,164747700.0,185.0862,1.74,2.461
2025-06-09 04:00:00,,308.5799865722656,140908900.0,185.0862,1.74,2.461
2025-06-10 04:00:00,,326.0899963378906,151256500.0,185.0862,1.74,2.461
2025-06-11 04:00:00,,326.42999267578125,122611400.0,185.0862,1.74,2.461
2025-06-12 04:00:00,,319.1099853515625,105127500.0,185.0862,1.74,2.461
2025-06-13 04:00:00,,325.30999755859375,128964300.0,185.0862,1.74,2.461
2025-06-16 04:00:00,,329.1300048828125,83925900.0,185.0862,1.74,2.461
2025-06-17 04:00:00,,316.3500061035156,88282700.0,185.0862,1.74,2.461
2025-06-18 04:00:00,,322.04998779296875,95137700.0,185.0862,1.74,2.461
