symbol,cik,filing_url,document_url,extraction_date
META,0001326801,https://www.sec.gov/Archives/edgar/data/1326801/000132680125000017/0001326801-25-000017-index.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/1326801/000132680125000017/meta-20241231.htm,2025-06-23T15:25:13.194697
