symbol,cik,filing_url,document_url,extraction_date
TSLA,0001318605,https://www.sec.gov/Archives/edgar/data/1318605/000110465925042659/0001104659-25-042659-index.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/1318605/000110465925042659/tm252787d2_10ka.htm,2025-06-23T15:25:17.705830
