date,close,volume,pe_ratio,eps,beta
2024-06-20 00:00:00-04:00,442.308837890625,19877400,37.170277,12.92,1.026
2024-06-21 00:00:00-04:00,446.3577880859375,34486200,37.170277,12.92,1.026
2024-06-24 00:00:00-04:00,444.2638549804687,15913700,37.170277,12.92,1.026
2024-06-25 00:00:00-04:00,447.5188903808594,16747500,37.170277,12.92,1.026
2024-06-26 00:00:00-04:00,448.71966552734375,16507000,37.170277,12.92,1.026
2024-06-27 00:00:00-04:00,449.4044799804687,14806300,37.170277,12.92,1.026
2024-06-28 00:00:00-04:00,443.5493469238281,28362300,37.170277,12.92,1.026
2024-07-01 00:00:00-04:00,453.2549133300781,17662800,37.170277,12.92,1.026
2024-07-02 00:00:00-04:00,455.7854919433594,13979800,37.170277,12.92,1.026
2024-07-03 00:00:00-04:00,457.26416015625,9932800,37.170277,12.92,1.026
2024-07-05 00:00:00-04:00,464.00250244140625,16000300,37.170277,12.92,1.026
2024-07-08 00:00:00-04:00,462.6925659179687,12962300,37.170277,12.92,1.026
2024-07-09 00:00:00-04:00,456.0435485839844,17207200,37.170277,12.92,1.026
2024-07-10 00:00:00-04:00,462.7024536132813,18196100,37.170277,12.92,1.026
2024-07-11 00:00:00-04:00,451.2403564453125,23111200,37.170277,12.92,1.026
2024-07-12 00:00:00-04:00,450.0990905761719,16324300,37.170277,12.92,1.026
2024-07-15 00:00:00-04:00,450.5059814453125,14429400,37.170277,12.92,1.026
2024-07-16 00:00:00-04:00,446.0997619628906,17175700,37.170277,12.92,1.026
2024-07-17 00:00:00-04:00,440.1454162597656,21778000,37.170277,12.92,1.026
2024-07-18 00:00:00-04:00,437.0194091796875,20794800,37.170277,12.92,1.026
2024-07-19 00:00:00-04:00,433.7842102050781,20940400,37.170277,12.92,1.026
2024-07-22 00:00:00-04:00,439.5698547363281,15808800,37.170277,12.92,1.026
2024-07-23 00:00:00-04:00,441.4653015136719,13107100,37.170277,12.92,1.026
2024-07-24 00:00:00-04:00,425.63665771484375,26805800,37.170277,12.92,1.026
2024-07-25 00:00:00-04:00,415.2165832519531,29943800,37.170277,12.92,1.026
2024-07-26 00:00:00-04:00,422.0342712402344,23583800,37.170277,12.92,1.026
2024-07-29 00:00:00-04:00,423.483154296875,15125800,37.170277,12.92,1.026
2024-07-30 00:00:00-04:00,419.7021789550781,32687600,37.170277,12.92,1.026
2024-07-31 00:00:00-04:00,415.16693115234375,42891400,37.170277,12.92,1.026
2024-08-01 00:00:00-04:00,413.9363403320313,30296400,37.170277,12.92,1.026
2024-08-02 00:00:00-04:00,405.3819580078125,29437900,37.170277,12.92,1.026
2024-08-05 00:00:00-04:00,392.1434631347656,40709200,37.170277,12.92,1.026
