date,close,volume
2015-08-17,26.328845977783203,163538800
2015-08-18,26.18052864074707,138242800
2015-08-19,25.84568214416504,193146000
2015-08-20,25.31533432006836,274006400
2015-08-21,23.76697540283203,513102000
2015-08-24,23.17370223999023,648825200
2015-08-25,23.31303596496582,414406400
2015-08-26,24.650148391723633,387098400
2015-08-27,25.376012802124023,338464400
2015-08-28,25.45915985107422,212657600
2015-08-31,25.34005546569824,224917200
2015-09-01,24.207443237304688,307383600
2015-09-02,25.245668411254883,247555200
2015-09-03,24.802959442138672,212935600
2015-09-04,24.555767059326172,199985200
2015-09-08,25.23893165588379,219374400
2015-09-09,24.75351905822754,340043200
2015-09-10,25.297353744506836,251571200
2015-09-11,25.66590690612793,199662000
2015-09-14,25.913105010986328,233453600
2015-09-15,26.131088256835938,173364800
2015-09-16,26.160301208496097,148694000
2015-09-17,25.60073471069336,256450400
2015-09-18,25.4951114654541,297141200
2015-09-21,25.890628814697266,200888000
2015-09-22,25.483877182006836,201384800
2015-09-23,25.690624237060547,143026800
2015-09-24,25.843435287475582,200878000
2015-09-25,25.778270721435547,224607600
2015-09-28,25.268146514892575,208436000
2015-09-29,24.508567810058594,293461600
2015-09-30,24.787233352661133,265892000
2015-10-01,24.625431060791016,255716400
2015-10-02,24.80521011352539,232079200
2015-10-05,24.895095825195312,208258800
2015-10-06,25.01420021057129,192787200
2015-10-07,24.895095825195312,187062400
2015-10-08,24.607446670532227,247918400
2015-10-09,25.196229934692383,211064400
2015-10-12,25.079370498657227,121868800
2015-10-13,25.1220645904541,132197200
2015-10-14,24.767000198364254,177849600
2015-10-15,25.137800216674805,150694000
2015-10-16,24.953523635864254,156930400
2015-10-19,25.10858917236328,119036800
2015-10-20,25.56702423095703,195871200
2015-10-21,25.564781188964844,167180800
2015-10-22,25.9558048248291,166616400
2015-10-23,26.76032066345215,237467600
2015-10-26,25.9063663482666,265335200
2015-10-27,25.742311477661133,279537600
2015-10-28,26.803014755249023,342205600
2015-10-29,27.086170196533203,204909200
2015-10-30,26.85470962524414,197461200
2015-11-02,27.232242584228516,128813200
2015-11-03,27.54460906982422,182076000
2015-11-04,27.41651725769043,179544400
2015-11-05,27.29013442993164,158210800
2015-11-06,27.321731567382812,132169200
2015-11-09,27.211143493652344,135485600
2015-11-10,26.353527069091797,236511600
2015-11-11,26.204574584960938,180872000
2015-11-12,26.11655616760254,130102400
2015-11-13,25.353731155395508,183249600
2015-11-16,25.76899528503418,152426800
2015-11-17,25.65841484069824,110467600
2015-11-18,26.470888137817383,186698800
2015-11-19,26.80716133117676,173183200
2015-11-20,26.92451858520508,137148400
2015-11-23,26.574705123901367,129930000
2015-11-24,26.82972717285156,171212800
2015-11-25,26.637893676757812,85553200
2015-11-27,26.588247299194336,52185600
2015-11-30,26.698827743530273,156721200
2015-12-01,26.4821720123291,139409600
2015-12-02,26.242938995361328,133546400
2015-12-03,25.99920082092285,166278000
2015-12-04,26.86358642578125,231108000
2015-12-07,26.69432258605957,128336800
2015-12-08,26.68303108215332,137238000
2015-12-09,26.093992233276367,185445600
2015-12-10,26.218116760253903,116850800
2015-12-11,25.54330825805664,187544800
2015-12-14,25.385334014892575,257274800
2015-12-15,24.936214447021484,213292400
2015-12-16,25.128042221069336,224954000
2015-12-17,24.595428466796875,179091200
2015-12-18,23.92964744567871,385813200
2015-12-21,24.223039627075195,190362400
2015-12-22,24.200469970703125,131157600
2015-12-23,24.511917114257812,130629600
2015-12-24,24.381017684936523,54281600
2015-12-28,24.107933044433594,106816800
2015-12-29,24.541257858276367,123724800
2015-12-30,24.22079086303711,100855200
2015-12-31,23.75586700439453,163649200
2016-01-04,23.776182174682617,270597600
2016-01-05,23.180362701416016,223164000
2016-01-06,22.726726531982425,273829600
2016-01-07,21.767555236816406,324377600
2016-01-08,21.88265609741211,283192000
2016-01-11,22.236988067626953,198957600
2016-01-12,22.559720993041992,196616800
2016-01-13,21.979707717895508,249758400
2016-01-14,22.460418701171875,252680400
2016-01-15,21.92102813720703,319335600
2016-01-19,21.81496238708496,212350800
2016-01-20,21.844295501708984,289337600
2016-01-21,21.73370933532715,208646000
2016-01-22,22.88922119140625,263202000
2016-01-25,22.442363739013672,207178000
2016-01-26,22.566490173339844,300308000
2016-01-27,21.083728790283203,533478800
2016-01-28,21.234933853149418,222715200
2016-01-29,21.968420028686523,257666000
2016-02-01,21.763051986694336,163774000
2016-02-02,21.322952270507812,149428800
2016-02-03,21.7449893951416,183857200
2016-02-04,21.919713973999023,185886800
2016-02-05,21.33428192138672,185672400
2016-02-08,21.55892562866211,216085600
2016-02-09,21.554386138916016,177324800
2016-02-10,21.391000747680664,169374400
2016-02-11,21.26166343688965,200298800
2016-02-12,21.327470779418945,161405600
2016-02-16,21.928787231445312,196231600
2016-02-17,22.26461601257324,179452800
2016-02-18,21.84256172180176,156084000
2016-02-19,21.792640686035156,141496800
2016-02-22,21.983240127563477,137123200
2016-02-23,21.486312866210938,127770400
2016-02-24,21.806255340576172,145022800
2016-02-25,21.956018447875977,110330800
2016-02-26,21.99005889892578,115964400
2016-02-29,21.94013404846191,140865200
2016-03-01,22.811479568481445,201628400
2016-03-02,22.86139678955078,132678400
2016-03-03,23.031579971313477,147822800
2016-03-04,23.374221801757812,184220400
2016-03-07,23.11554527282715,143315600
2016-03-08,22.92493438720703,126247600
2016-03-09,22.945362091064453,108806800
2016-03-10,22.95669937133789,134054400
2016-03-11,23.20403480529785,109632800
2016-03-14,23.263038635253903,100304400
2016-03-15,23.730472564697266,160270800
