date,close,volume,pe_ratio,eps,beta
2024-06-20 00:00:00-04:00,499.988037109375,11801200,27.178516,25.6,1.266
2024-06-21 00:00:00-04:00,493.0916442871094,23130700,27.178516,25.6,1.266
2024-06-24 00:00:00-04:00,497.20751953125,13525300,27.178516,25.6,1.266
2024-06-25 00:00:00-04:00,508.8576354980469,12109800,27.178516,25.6,1.266
2024-06-26 00:00:00-04:00,511.3690490722656,8882300,27.178516,25.6,1.266
2024-06-27 00:00:00-04:00,517.7869873046875,10121200,27.178516,25.6,1.266
2024-06-28 00:00:00-04:00,502.4993896484375,15855100,27.178516,25.6,1.266
2024-07-01 00:00:00-04:00,502.9578247070313,10328200,27.178516,25.6,1.266
2024-07-02 00:00:00-04:00,507.7613830566406,7739500,27.178516,25.6,1.266
2024-07-03 00:00:00-04:00,508.21978759765625,6005600,27.178516,25.6,1.266
2024-07-05 00:00:00-04:00,538.0675659179688,21354100,27.178516,25.6,1.266
2024-07-08 00:00:00-04:00,527.5137939453125,14917500,27.178516,25.6,1.266
2024-07-09 00:00:00-04:00,528.19140625,8753200,27.178516,25.6,1.266
2024-07-10 00:00:00-04:00,532.8654174804688,10983300,27.178516,25.6,1.266
2024-07-11 00:00:00-04:00,510.950439453125,16458300,27.178516,25.6,1.266
2024-07-12 00:00:00-04:00,497.1676330566406,19750500,27.178516,25.6,1.266
2024-07-15 00:00:00-04:00,494.4668884277344,12539200,27.178516,25.6,1.266
2024-07-16 00:00:00-04:00,488.1186218261719,14075800,27.178516,25.6,1.266
2024-07-17 00:00:00-04:00,460.41351318359375,28076600,27.178516,25.6,1.266
2024-07-18 00:00:00-04:00,474.2262268066406,19267200,27.178516,25.6,1.266
2024-07-19 00:00:00-04:00,475.16302490234375,15149400,27.178516,25.6,1.266
2024-07-22 00:00:00-04:00,485.7367858886719,12023100,27.178516,25.6,1.266
2024-07-23 00:00:00-04:00,487.02239990234375,9455500,27.178516,25.6,1.266
2024-07-24 00:00:00-04:00,459.6959533691406,17649700,27.178516,25.6,1.266
2024-07-25 00:00:00-04:00,451.86279296875,18240500,27.178516,25.6,1.266
2024-07-26 00:00:00-04:00,464.1108703613281,14222400,27.178516,25.6,1.266
2024-07-29 00:00:00-04:00,464.1208190917969,11339600,27.178516,25.6,1.266
2024-07-30 00:00:00-04:00,461.6094055175781,11390400,27.178516,25.6,1.266
2024-07-31 00:00:00-04:00,473.2096557617187,24285800,27.178516,25.6,1.266
2024-08-01 00:00:00-04:00,496.0414733886719,43083100,27.178516,25.6,1.266
2024-08-02 00:00:00-04:00,486.4743041992187,24044700,27.178516,25.6,1.266
2024-08-05 00:00:00-04:00,474.1066284179687,21396200,27.178516,25.6,1.266
2024-08-06 00:00:00-04:00,492.4039611816406,20955000,27.178516,25.6,1.266
2024-08-07 00:00:00-04:00,487.2515869140625,20105300,27.178516,25.6,1.266
2024-08-08 00:00:00-04:00,507.8909301757813,16156800,27.178516,25.6,1.266
2024-08-09 00:00:00-04:00,516.003173828125,13696600,27.178516,25.6,1.266
2024-08-12 00:00:00-04:00,514.1893920898438,9767400,27.178516,25.6,1.266
2024-08-13 00:00:00-04:00,526.7363891601562,13743800,27.178516,25.6,1.266
2024-08-14 00:00:00-04:00,524.9625244140625,11444200,27.178516,25.6,1.266
2024-08-15 00:00:00-04:00,535.4964599609375,13482100,27.178516,25.6,1.266
2024-08-16 00:00:00-04:00,525.6202392578125,14776700,27.178516,25.6,1.266
2024-08-19 00:00:00-04:00,527.4739379882812,9879700,27.178516,25.6,1.266
2024-08-20 00:00:00-04:00,524.9325561523438,7944400,27.178516,25.6,1.266
2024-08-21 00:00:00-04:00,533.3338012695312,13423300,27.178516,25.6,1.266
2024-08-22 00:00:00-04:00,530.1148071289062,15708300,27.178516,25.6,1.266
2024-08-23 00:00:00-04:00,526.1981811523438,11323900,27.178516,25.6,1.266
2024-08-26 00:00:00-04:00,519.341796875,9584000,27.178516,25.6,1.266
2024-08-27 00:00:00-04:00,517.3285522460938,6282700,27.178516,25.6,1.266
2024-08-28 00:00:00-04:00,515.0166015625,9106100,27.178516,25.6,1.266
2024-08-29 00:00:00-04:00,516.4515991210938,8317400,27.178516,25.6,1.266
2024-08-30 00:00:00-04:00,519.5310668945312,9157500,27.178516,25.6,1.266
2024-09-03 00:00:00-04:00,510.0137023925781,12459100,27.178516,25.6,1.266
2024-09-04 00:00:00-04:00,510.9903259277344,8335200,27.178516,25.6,1.266
2024-09-05 00:00:00-04:00,515.0962524414062,8640900,27.178516,25.6,1.266
2024-09-06 00:00:00-04:00,498.5628662109375,14744500,27.178516,25.6,1.266
2024-09-09 00:00:00-04:00,503.06744384765625,11047800,27.178516,25.6,1.266
2024-09-10 00:00:00-04:00,503.06744384765625,9899000,27.178516,25.6,1.266
2024-09-11 00:00:00-04:00,510.08343505859375,10782500,27.178516,25.6,1.266
2024-09-12 00:00:00-04:00,523.806396484375,11993300,27.178516,25.6,1.266
2024-09-13 00:00:00-04:00,522.8297729492188,10321400,27.178516,25.6,1.266
2024-09-16 00:00:00-04:00,531.96728515625,9527600,27.178516,25.6,1.266
2024-09-17 00:00:00-04:00,534.999755859375,11690800,27.178516,25.6,1.266
