date,close,volume,pe_ratio,eps,beta
2024-06-20 00:00:00-04:00,186.1000061035156,44726800,34.61238,6.14,1.334
2024-06-21 00:00:00-04:00,189.0800018310547,72931800,34.61238,6.14,1.334
2024-06-24 00:00:00-04:00,185.57000732421875,50610400,34.61238,6.14,1.334
2024-06-25 00:00:00-04:00,186.33999633789065,45898500,34.61238,6.14,1.334
2024-06-26 00:00:00-04:00,193.61000061035156,65103900,34.61238,6.14,1.334
2024-06-27 00:00:00-04:00,197.8500061035156,74397500,34.61238,6.14,1.334
2024-06-28 00:00:00-04:00,193.25,76930200,34.61238,6.14,1.334
2024-07-01 00:00:00-04:00,197.1999969482422,41192000,34.61238,6.14,1.334
2024-07-02 00:00:00-04:00,200.0,45600000,34.61238,6.14,1.334
2024-07-03 00:00:00-04:00,197.58999633789065,31597900,34.61238,6.14,1.334
2024-07-05 00:00:00-04:00,200.0,39858900,34.61238,6.14,1.334
2024-07-08 00:00:00-04:00,199.2899932861328,34767300,34.61238,6.14,1.334
2024-07-09 00:00:00-04:00,199.33999633789065,32700100,34.61238,6.14,1.334
2024-07-10 00:00:00-04:00,199.7899932861328,32883800,34.61238,6.14,1.334
2024-07-11 00:00:00-04:00,195.0500030517578,44565000,34.61238,6.14,1.334
2024-07-12 00:00:00-04:00,194.4900054931641,30598500,34.61238,6.14,1.334
2024-07-15 00:00:00-04:00,192.72000122070312,40683200,34.61238,6.14,1.334
2024-07-16 00:00:00-04:00,193.02000427246097,33994700,34.61238,6.14,1.334
2024-07-17 00:00:00-04:00,187.92999267578125,48076100,34.61238,6.14,1.334
2024-07-18 00:00:00-04:00,183.75,51043600,34.61238,6.14,1.334
2024-07-19 00:00:00-04:00,183.1300048828125,43081800,34.61238,6.14,1.334
2024-07-22 00:00:00-04:00,182.5500030517578,39931900,34.61238,6.14,1.334
2024-07-23 00:00:00-04:00,186.41000366210935,47537700,34.61238,6.14,1.334
2024-07-24 00:00:00-04:00,180.8300018310547,41532400,34.61238,6.14,1.334
2024-07-25 00:00:00-04:00,179.85000610351562,44464200,34.61238,6.14,1.334
2024-07-26 00:00:00-04:00,182.5,29506000,34.61238,6.14,1.334
2024-07-29 00:00:00-04:00,183.1999969482422,33270100,34.61238,6.14,1.334
2024-07-30 00:00:00-04:00,181.7100067138672,39508600,34.61238,6.14,1.334
2024-07-31 00:00:00-04:00,186.97999572753903,41667300,34.61238,6.14,1.334
2024-08-01 00:00:00-04:00,184.07000732421875,70435600,34.61238,6.14,1.334
2024-08-02 00:00:00-04:00,167.89999389648438,141448400,34.61238,6.14,1.334
2024-08-05 00:00:00-04:00,161.02000427246094,83149400,34.61238,6.14,1.334
2024-08-06 00:00:00-04:00,161.92999267578125,59950800,34.61238,6.14,1.334
2024-08-07 00:00:00-04:00,162.77000427246094,48408200,34.61238,6.14,1.334
2024-08-08 00:00:00-04:00,165.8000030517578,44616200,34.61238,6.14,1.334
2024-08-09 00:00:00-04:00,166.94000244140625,36401000,34.61238,6.14,1.334
2024-08-12 00:00:00-04:00,166.8000030517578,30072800,34.61238,6.14,1.334
2024-08-13 00:00:00-04:00,170.22999572753906,39237900,34.61238,6.14,1.334
2024-08-14 00:00:00-04:00,170.10000610351562,28843800,34.61238,6.14,1.334
2024-08-15 00:00:00-04:00,177.58999633789062,51698500,34.61238,6.14,1.334
2024-08-16 00:00:00-04:00,177.05999755859375,31489200,34.61238,6.14,1.334
2024-08-19 00:00:00-04:00,178.22000122070312,31129800,34.61238,6.14,1.334
2024-08-20 00:00:00-04:00,178.8800048828125,26255200,34.61238,6.14,1.334
2024-08-21 00:00:00-04:00,180.11000061035156,35599100,34.61238,6.14,1.334
2024-08-22 00:00:00-04:00,176.1300048828125,32047500,34.61238,6.14,1.334
2024-08-23 00:00:00-04:00,177.0399932861328,29150100,34.61238,6.14,1.334
2024-08-26 00:00:00-04:00,175.5,22366200,34.61238,6.14,1.334
2024-08-27 00:00:00-04:00,173.1199951171875,29842000,34.61238,6.14,1.334
2024-08-28 00:00:00-04:00,170.8000030517578,29045000,34.61238,6.14,1.334
2024-08-29 00:00:00-04:00,172.1199951171875,26407800,34.61238,6.14,1.334
2024-08-30 00:00:00-04:00,178.5,43429400,34.61238,6.14,1.334
2024-09-03 00:00:00-04:00,176.25,37817500,34.61238,6.14,1.334
2024-09-04 00:00:00-04:00,173.3300018310547,30309200,34.61238,6.14,1.334
2024-09-05 00:00:00-04:00,177.88999938964844,40170500,34.61238,6.14,1.334
2024-09-06 00:00:00-04:00,171.38999938964844,41466500,34.61238,6.14,1.334
2024-09-09 00:00:00-04:00,175.39999389648438,29037400,34.61238,6.14,1.334
2024-09-10 00:00:00-04:00,179.5500030517578,36233800,34.61238,6.14,1.334
2024-09-11 00:00:00-04:00,184.52000427246097,42564700,34.61238,6.14,1.334
2024-09-12 00:00:00-04:00,187.0,33622500,34.61238,6.14,1.334
2024-09-13 00:00:00-04:00,186.4900054931641,26495400,34.61238,6.14,1.334
2024-09-16 00:00:00-04:00,184.88999938964844,26065500,34.61238,6.14,1.334
2024-09-17 00:00:00-04:00,186.8800048828125,26091700,34.61238,6.14,1.334
2024-09-18 00:00:00-04:00,186.42999267578125,34448100,34.61238,6.14,1.334
2024-09-19 00:00:00-04:00,189.8699951171875,39543200,34.61238,6.14,1.334
2024-09-20 00:00:00-04:00,191.6000061035156,100378600,34.61238,6.14,1.334
2024-09-23 00:00:00-04:00,193.8800048828125,36993100,34.61238,6.14,1.334
