date,close,volume
2015-08-17,16.999332427978516,107650500
2015-08-18,17.381332397460938,62925000
2015-08-19,17.016666412353516,54064500
2015-08-20,16.14533233642578,73587000
2015-08-21,15.38466739654541,98853000
2015-08-24,14.591333389282228,143724000
2015-08-25,14.66866683959961,64909500
2015-08-26,14.989333152770996,74445000
2015-08-27,16.19933319091797,114840000
2015-08-28,16.565332412719727,82705500
2015-08-31,16.604000091552734,70503000
2015-09-01,15.908666610717772,81822000
2015-09-02,16.512666702270508,69438000
2015-09-03,16.3713321685791,62922000
2015-09-04,16.1286678314209,55338000
2015-09-08,16.544666290283203,47073000
2015-09-09,16.5939998626709,50862000
2015-09-10,16.565332412719727,40635000
2015-09-11,16.682666778564453,35262000
2015-09-14,16.87933349609375,43363500
2015-09-15,16.904666900634766,44002500
2015-09-16,17.483333587646484,66256500
2015-09-17,17.471332550048828,53787000
2015-09-18,17.374666213989258,56446500
2015-09-21,17.613332748413086,91803000
2015-09-22,17.395999908447266,54966000
2015-09-23,17.40399932861328,39012000
2015-09-24,17.541332244873047,51723000
2015-09-25,17.12733268737793,56601000
2015-09-28,16.562000274658203,73516500
2015-09-29,16.44333267211914,55548000
2015-09-30,16.559999465942383,73944000
2015-10-01,15.991999626159668,68595000
2015-10-02,16.504667282104492,66360000
2015-10-05,16.40999984741211,55348500
2015-10-06,16.097333908081055,78378000
2015-10-07,15.46399974822998,102210000
2015-10-08,15.114666938781738,91998000
2015-10-09,14.71266746520996,92376000
2015-10-12,14.371999740600586,57544500
2015-10-13,14.616666793823242,77572500
2015-10-14,14.458666801452637,46566000
2015-10-15,14.753999710083008,42663000
2015-10-16,15.133999824523926,65017500
2015-10-19,15.206666946411133,37618500
2015-10-20,14.20199966430664,223500000
2015-10-21,14.005999565124512,62272500
2015-10-22,14.114666938781738,42378000
2015-10-23,13.939332962036133,63532500
2015-10-26,14.350666999816896,50871000
2015-10-27,14.023332595825195,52791000
2015-10-28,14.197333335876465,40929000
2015-10-29,14.108667373657228,27075000
2015-10-30,13.795332908630373,66583500
2015-11-02,14.252667427062988,58918500
2015-11-03,13.890000343322754,124987500
2015-11-04,15.44200038909912,190896000
2015-11-05,15.451333045959473,67452000
2015-11-06,15.490667343139648,36679500
2015-11-09,15.022000312805176,57763500
2015-11-10,14.43333339691162,69255000
2015-11-11,14.60533332824707,50217000
2015-11-12,14.196000099182127,43738500
2015-11-13,13.812666893005373,51454500
2015-11-16,14.28733253479004,43881000
2015-11-17,14.266667366027832,32230500
2015-11-18,14.73799991607666,42178500
2015-11-19,14.786666870117188,37566000
2015-11-20,14.667332649230955,66010500
2015-11-23,14.516667366027832,37893000
2015-11-24,14.550000190734863,37204500
2015-11-25,15.309332847595217,59862000
2015-11-27,15.440667152404783,29241000
2015-11-30,15.350666999816896,39897000
2015-12-01,15.812666893005373,56010000
2015-12-02,15.465999603271484,44722500
2015-12-03,15.513999938964844,44094000
2015-12-04,15.358667373657228,38604000
2015-12-07,15.408666610717772,47163000
2015-12-08,15.114666938781738,40314000
2015-12-09,14.968000411987305,45867000
2015-12-10,15.137999534606934,31075500
2015-12-11,14.468000411987305,49030500
2015-12-14,14.571999549865724,42406500
2015-12-15,14.739333152770996,33666000
2015-12-16,15.633999824523926,76564500
2015-12-17,15.559332847595217,49479000
2015-12-18,15.36400032043457,45213000
2015-12-21,15.503999710083008,29298000
2015-12-22,15.329999923706056,29422500
2015-12-23,15.313332557678224,23325000
2015-12-24,15.371333122253418,10620000
2015-12-28,15.263333320617676,28519500
2015-12-29,15.812666893005373,36094500
2015-12-30,15.87266731262207,55468500
2015-12-31,16.000667572021484,40725000
2016-01-04,14.894000053405762,102406500
2016-01-05,14.895333290100098,47802000
2016-01-06,14.602666854858398,56686500
2016-01-07,14.376667022705078,53314500
2016-01-08,14.06666660308838,54421500
2016-01-11,13.856666564941406,61371000
2016-01-12,13.998000144958496,46378500
2016-01-13,13.354000091552734,61896000
2016-01-14,13.745332717895508,97360500
2016-01-15,13.666000366210938,83679000
2016-01-19,13.64799976348877,60580500
2016-01-20,13.24666690826416,87579000
