symbol,cik,filing_url,document_url,extraction_date
NVDA,0001045810,https://www.sec.gov/Archives/edgar/data/1045810/000104581025000023/0001045810-25-000023-index.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/1045810/000104581025000023/nvda-20250126.htm,2025-06-23T15:25:23.076679
