revenuePerShareTTM,netIncomePerShareTTM,operatingCashFlowPerShareTTM,freeCashFlowPerShareTTM,cashPerShareTTM,bookValuePerShareTTM,tangibleBookValuePerShareTTM,shareholdersEquityPerShareTTM,interestDebtPerShareTTM,marketCapTTM,enterpriseValueTTM,peRatioTTM,priceToSalesRatioTTM,pocfratioTTM,pfcfRatioTTM,pbRatioTTM,ptbRatioTTM,evToSalesTTM,enterpriseValueOverEBITDATTM,evToOperatingCashFlowTTM,evToFreeCashFlowTTM,earningsYieldTTM,freeCashFlowYieldTTM,debtToEquityTTM,debtToAssetsTTM,netDebtToEBITDATTM,currentRatioTTM,interestCoverageTTM,incomeQualityTTM,dividendYieldTTM,dividendYieldPercentageTTM,payoutRatioTTM,salesGeneralAndAdministrativeToRevenueTTM,researchAndDevelopementToRevenueTTM,intangiblesToTotalAssetsTTM,capexToOperatingCashFlowTTM,capexToRevenueTTM,capexToDepreciationTTM,stockBasedCompensationToRevenueTTM,grahamNumberTTM,roicTTM,returnOnTangibleAssetsTTM,grahamNetNetTTM,workingCapitalTTM,tangibleAssetValueTTM,netCurrentAssetValueTTM,investedCapitalTTM,averageReceivablesTTM,averagePayablesTTM,averageInventoryTTM,daysSalesOutstandingTTM,daysPayablesOutstandingTTM,daysOfInventoryOnHandTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,roeTTM,capexPerShareTTM,dividendPerShareTTM,debtToMarketCapTTM
27.41918578723611,6.661796916382505,7.284830602609454,7.089700612351192,3.715521946554513,4.417265219635982,4.417265219635982,4.417265219635982,0.6658441861529371,3030772536000,3004426536000,30.460250071716356,7.417002229427959,27.85514325169253,28.68501411170107,45.937925370195956,45.937925370195956,7.352527466503518,21.635436579148244,27.673988265094643,28.43566006984866,0.032829671379767916,0.03486140868210639,0.15073674616436275,0.02993408648697567,-0.18972246626244005,0.8679917800453515,0,1.09352336825141,0.0049773309678691115,0.49773309678691113,0.15474415793714746,0,0.08185744876108902,0,0.026785796527425965,0.007116549403487305,0.25326598153631774,0.030683389415723464,25.731416321839536,0.49825963583377214,0.299491696707341,-12.525275305736084,-18629000000,65830000000,-143174000000,29879000000,38677500000,52250000000,6097000000,24.61500152951973,84.3859174063501,9.925488558236875,14.828355771673259,4.325366260372414,36.77400843881856,1.5492287406274625,0.19512999025826272,1.01,0.0032740827238379065
