dividendYielTTM,dividendYielPercentageTTM,peRatioTTM,pegRatioTTM,payoutRatioTTM,currentRatioTTM,quickRatioTTM,cashRatioTTM,daysOfSalesOutstandingTTM,daysOfInventoryOutstandingTTM,operatingCycleTTM,daysOfPayablesOutstandingTTM,cashConversionCycleTTM,grossProfitMarginTTM,operatingProfitMarginTTM,pretaxProfitMarginTTM,netProfitMarginTTM,effectiveTaxRateTTM,returnOnAssetsTTM,returnOnEquityTTM,returnOnCapitalEmployedTTM,netIncomePerEBTTTM,ebtPerEbitTTM,ebitPerRevenueTTM,debtRatioTTM,debtEquityRatioTTM,longTermDebtToCapitalizationTTM,totalDebtToCapitalizationTTM,interestCoverageTTM,cashFlowToDebtRatioTTM,companyEquityMultiplierTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,fixedAssetTurnoverTTM,assetTurnoverTTM,operatingCashFlowPerShareTTM,freeCashFlowPerShareTTM,cashPerShareTTM,operatingCashFlowSalesRatioTTM,freeCashFlowOperatingCashFlowRatioTTM,cashFlowCoverageRatiosTTM,shortTermCoverageRatiosTTM,capitalExpenditureCoverageRatioTTM,dividendPaidAndCapexCoverageRatioTTM,priceBookValueRatioTTM,priceToBookRatioTTM,priceToSalesRatioTTM,priceEarningsRatioTTM,priceToFreeCashFlowsRatioTTM,priceToOperatingCashFlowsRatioTTM,priceCashFlowRatioTTM,priceEarningsToGrowthRatioTTM,priceSalesRatioTTM,enterpriseValueMultipleTTM,priceFairValueTTM,dividendPerShareTTM,revenuePerShareTTM,netIncomePerShareTTM,bookValuePerShareTTM,tangibleBookValuePerShareTTM,shareholdersEquityPerShareTTM,interestDebtPerShareTTM,marketCapTTM,enterpriseValueTTM,pocfratioTTM,pfcfRatioTTM,pbRatioTTM,ptbRatioTTM,evToSalesTTM,enterpriseValueOverEBITDATTM,evToOperatingCashFlowTTM,evToFreeCashFlowTTM,earningsYieldTTM,freeCashFlowYieldTTM,debtToEquityTTM,debtToAssetsTTM,netDebtToEBITDATTM,incomeQualityTTM,dividendYieldTTM,dividendYieldPercentageTTM,salesGeneralAndAdministrativeToRevenueTTM,researchAndDevelopementToRevenueTTM,intangiblesToTotalAssetsTTM,capexToOperatingCashFlowTTM,capexToRevenueTTM,capexToDepreciationTTM,stockBasedCompensationToRevenueTTM,grahamNumberTTM,roicTTM,returnOnTangibleAssetsTTM,grahamNetNetTTM,workingCapitalTTM,tangibleAssetValueTTM,netCurrentAssetValueTTM,investedCapitalTTM,averageReceivablesTTM,averagePayablesTTM,averageInventoryTTM,daysSalesOutstandingTTM,daysPayablesOutstandingTTM,daysOfInventoryOnHandTTM,roeTTM,capexPerShareTTM,debtToMarketCapTTM,symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
0,0,161.67814352574104,-15.022594169266773,0,1.996067623432931,1.5354081941316842,0.5495916378180351,14.420939367347792,63.47222046005304,77.89315982740082,62.38394001294137,15.509219814459456,0.17662237265471564,0.06585600267435544,0.08384522167899378,0.06696335297313108,0.19897832045850986,0.051234503760660535,0.09029281777683869,0.06610876905975377,0.7986543732868179,1.2731598984771573,0.06585600267435544,0.10493082143056966,0.17585361606365452,0.06371264093913435,0.14955400371378771,17.27123287671233,1.2825258988421695,1.6759004996450244,25.31041776837652,5.850864820726004,5.750547205603385,1.8146729857819905,0.7651125800289343,5.232131758856433,2.1068986948415165,11.49658172778123,0.17589110358948645,0.40268456375838924,1.2825258988421695,7.780499075785582,1.6741573033707866,1.6741573033707866,13.882320871230894,13.882320871230894,10.821531340102796,161.67814352574104,152.7847,61.55234899328859,61.55234899328859,-15.022594169266773,10.821531340102796,73.97251189111748,13.882320871230894,0,29.746426351771287,1.9919204474829086,23.436295835922934,23.314481044126786,23.198570540708516,4.192977004350528,1035880266000,1032656266000,61.55234899328859,152.7847,13.882320871230894,13.882320871230894,10.787851176298526,73.97251189111748,61.33255722515888,152.30918377581122,0.006185127922629743,0.006545157990296149,0.17585361606365452,0.10493082143056966,-0.230945558739255,2.6299593876913465,0,0,0,0.05012327107099578,0.0031332177026800203,0.5973154362416108,0.10506247127157244,1.8058897468127133,0.021394843508420042,32.24466479557926,0.05129819750530343,0.05139553716755266,-0.9345866998135488,29636000000,75026000000,9696000000,82778000000,4100000000,12972500000,12861500000,14.42093936734779,62.383940012941366,63.47222046005303,0.09029281777683869,3.125233064014916,0.012673279365281393,TSLA,322.05,2.461,126267604,1035880266000,0,180.69-488.54,5.7,"Tesla, Inc.",USD,0001318605,US88160R1014,88160R101,NASDAQ Global Select,NASDAQ,Auto - Manufacturers,https://www.tesla.com,"Tesla, Inc. designs, develops, manufactures, leases, and sells electric vehicles, and energy generation and storage systems in the United States, China, and internationally. It operates in two segments, Automotive, and Energy Generation and Storage. The Automotive segment offers electric vehicles, as well as sells automotive regulatory credits; and non-warranty after-sales vehicle, used vehicles, retail merchandise, and vehicle insurance services. This segment also provides sedans and sport utility vehicles through direct and used vehicle sales, a network of Tesla Superchargers, and in-app upgrades; purchase financing and leasing services; services for electric vehicles through its company-owned service locations and Tesla mobile service technicians; and vehicle limited warranties and extended service plans. The Energy Generation and Storage segment engages in the design, manufacture, installation, sale, and leasing of solar energy generation and energy storage products, and related services to residential, commercial, and industrial customers and utilities through its website, stores, and galleries, as well as through a network of channel partners; and provision of service and repairs to its energy product customers, including under warranty, as well as various financing options to its solar customers. The company was formerly known as Tesla Motors, Inc. and changed its name to Tesla, Inc. in February 2017. Tesla, Inc. was incorporated in 2003 and is headquartered in Austin, Texas.",Mr. Elon R. Musk,Consumer Cyclical,US,125665,512 516 8177,1 Tesla Road,Austin,TX,78725,271.67504,50.37496054216912,https://images.financialmodelingprep.com/symbol/TSLA.png,2010-06-29,False,False,True,False,False
