revenuePerShareTTM,netIncomePerShareTTM,operatingCashFlowPerShareTTM,freeCashFlowPerShareTTM,cashPerShareTTM,bookValuePerShareTTM,tangibleBookValuePerShareTTM,shareholdersEquityPerShareTTM,interestDebtPerShareTTM,marketCapTTM,enterpriseValueTTM,peRatioTTM,priceToSalesRatioTTM,pocfratioTTM,pfcfRatioTTM,pbRatioTTM,ptbRatioTTM,evToSalesTTM,enterpriseValueOverEBITDATTM,evToOperatingCashFlowTTM,evToFreeCashFlowTTM,earningsYieldTTM,freeCashFlowYieldTTM,debtToEquityTTM,debtToAssetsTTM,netDebtToEBITDATTM,currentRatioTTM,interestCoverageTTM,incomeQualityTTM,dividendYieldTTM,dividendYieldPercentageTTM,payoutRatioTTM,salesGeneralAndAdministrativeToRevenueTTM,researchAndDevelopementToRevenueTTM,intangiblesToTotalAssetsTTM,capexToOperatingCashFlowTTM,capexToRevenueTTM,capexToDepreciationTTM,stockBasedCompensationToRevenueTTM,grahamNumberTTM,roicTTM,returnOnTangibleAssetsTTM,grahamNetNetTTM,workingCapitalTTM,tangibleAssetValueTTM,netCurrentAssetValueTTM,investedCapitalTTM,averageReceivablesTTM,averagePayablesTTM,averageInventoryTTM,daysSalesOutstandingTTM,daysPayablesOutstandingTTM,daysOfInventoryOnHandTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,roeTTM,capexPerShareTTM,dividendPerShareTTM,debtToMarketCapTTM
30.63842600230985,9.534152780069295,11.030193037452566,5.504702194357367,7.849199802012869,29.938623989440686,27.271159874608152,29.938623989440686,2.9450585711928725,2359311362030,2373834362030,20.418175006273092,6.352497885104699,17.648829838154782,35.35714185993886,6.502302846939787,6.502302846939787,6.391601382960105,15.843835637301687,17.75386934237293,35.57478662675339,0.048975973596698495,0.02828282908051011,0.09798135105644282,0.07082718358420326,0.09693179466985256,1.9037452754552744,860.7801418439716,1.156913812049527,0.004160887656033288,0.41608876560332875,0.08543517949694132,0.04510512952377362,0.14250711498953955,0.06440555080838078,0.5009423519909055,0.18034512747745685,3.7895332390381897,0.06238573609514296,80.13979561153398,0.24214886138397554,0.2460476285771463,-0.2229830061046032,78906000000,330581000000,27079000000,328727000000,53024000000,8422000000,0,54.0995533105905,19.979768767173596,0,6.746820956256358,18.268479693302982,0,0.3431028673297778,5.525490843095199,0.81,0.015071770760008677
