date,symbol,reportedCurrency,cik,fillingDate,acceptedDate,calendarYear,period,revenue,costOfRevenue,grossProfit,grossProfitRatio,researchAndDevelopmentExpenses,generalAndAdministrativeExpenses,sellingAndMarketingExpenses,sellingGeneralAndAdministrativeExpenses,otherExpenses,operatingExpenses,costAndExpenses,interestIncome,interestExpense,depreciationAndAmortization,ebitda,ebitdaratio,operatingIncome,operatingIncomeRatio,totalOtherIncomeExpensesNet,incomeBeforeTax,incomeBeforeTaxRatio,incomeTaxExpense,netIncome,netIncomeRatio,eps,epsdiluted,weightedAverageShsOut,weightedAverageShsOutDil,link,finalLink
2025-06-30,MSFT,USD,0000789019,2025-07-30,2025-07-30 16:11:40,2025,FY,281724000000,87831000000,193893000000,0.6882374239,32488000000,7223000000,25654000000,32877000000,0,65365000000,153196000000,2647000000,2385000000,34153000000,160165000000,0.5685174142,128528000000,0.4562195624,-4901000000,123627000000,0.4388231035,21795000000,101832000000,0.3614601525,13.7,13.64,7433000000,7465000000,https://www.sec.gov/Archives/edgar/data/789019/000095017025100235/0000950170-25-100235-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000095017025100235/msft-20250630.htm
2024-06-30,MSFT,USD,0000789019,2024-07-30,2024-07-30 16:06:22,2024,FY,245122000000,74114000000,171008000000,0.6976444383,29510000000,7609000000,24456000000,32065000000,0,61575000000,135689000000,3157000000,2935000000,22287000000,133009000000,0.5426236731,109433000000,0.4464429957,-1646000000,107787000000,0.4397279722,19651000000,88136000000,0.3595597294,11.86,11.8,7431000000,7469000000,https://www.sec.gov/Archives/edgar/data/789019/000095017024087843/0000950170-24-087843-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000095017024087843/msft-20240630.htm
2023-06-30,MSFT,USD,0000789019,2023-07-27,2023-07-27 16:01:56,2023,FY,211915000000,65863000000,146052000000,0.6892008588,27195000000,7575000000,22759000000,30334000000,0,57529000000,123392000000,2994000000,1968000000,13861000000,105140000000,0.4961423212,88523000000,0.4177288064,788000000,89311000000,0.4214472784,16950000000,72361000000,0.3414623788,9.72,9.68,7446000000,7472000000,https://www.sec.gov/Archives/edgar/data/789019/000095017023035122/0000950170-23-035122-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000095017023035122/msft-20230630.htm
2022-06-30,MSFT,USD,0000789019,2022-07-28,2022-07-28 16:06:19,2022,FY,198270000000,62650000000,135620000000,0.6840167448,24512000000,5900000000,21825000000,27725000000,0,52237000000,114887000000,2094000000,2063000000,14460000000,100239000000,0.5055681646,83383000000,0.4205527816,333000000,83716000000,0.4222323095,10978000000,72738000000,0.3668633681,9.7,9.65,7496000000,7540000000,https://www.sec.gov/Archives/edgar/data/789019/000156459022026876/0001564590-22-026876-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000156459022026876/msft-10k_20220630.htm
2021-06-30,MSFT,USD,0000789019,2021-07-29,2021-07-29 16:21:55,2021,FY,168088000000,52232000000,115856000000,0.6892580077,20716000000,5107000000,20117000000,25224000000,0,45940000000,98172000000,2131000000,2346000000,11686000000,85134000000,0.5064846985,69916000000,0.4159487887,1186000000,71102000000,0.4230046166,9831000000,61271000000,0.3645173956,8.12,8.05,7547000000,7608000000,https://www.sec.gov/Archives/edgar/data/789019/000156459021039151/0001564590-21-039151-index.htm,https://www.sec.gov/Archives/edgar/data/789019/000156459021039151/msft-10k_20210630.htm
