dividendYielTTM,dividendYielPercentageTTM,peRatioTTM,pegRatioTTM,payoutRatioTTM,currentRatioTTM,quickRatioTTM,cashRatioTTM,daysOfSalesOutstandingTTM,daysOfInventoryOutstandingTTM,operatingCycleTTM,daysOfPayablesOutstandingTTM,cashConversionCycleTTM,grossProfitMarginTTM,operatingProfitMarginTTM,pretaxProfitMarginTTM,netProfitMarginTTM,effectiveTaxRateTTM,returnOnAssetsTTM,returnOnEquityTTM,returnOnCapitalEmployedTTM,netIncomePerEBTTTM,ebtPerEbitTTM,ebitPerRevenueTTM,debtRatioTTM,debtEquityRatioTTM,longTermDebtToCapitalizationTTM,totalDebtToCapitalizationTTM,interestCoverageTTM,cashFlowToDebtRatioTTM,companyEquityMultiplierTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,fixedAssetTurnoverTTM,assetTurnoverTTM,operatingCashFlowPerShareTTM,freeCashFlowPerShareTTM,cashPerShareTTM,operatingCashFlowSalesRatioTTM,freeCashFlowOperatingCashFlowRatioTTM,cashFlowCoverageRatiosTTM,shortTermCoverageRatiosTTM,capitalExpenditureCoverageRatioTTM,dividendPaidAndCapexCoverageRatioTTM,priceBookValueRatioTTM,priceToBookRatioTTM,priceToSalesRatioTTM,priceEarningsRatioTTM,priceToFreeCashFlowsRatioTTM,priceToOperatingCashFlowsRatioTTM,priceCashFlowRatioTTM,priceEarningsToGrowthRatioTTM,priceSalesRatioTTM,enterpriseValueMultipleTTM,priceFairValueTTM,dividendPerShareTTM,revenuePerShareTTM,netIncomePerShareTTM,bookValuePerShareTTM,tangibleBookValuePerShareTTM,shareholdersEquityPerShareTTM,interestDebtPerShareTTM,marketCapTTM,enterpriseValueTTM,pocfratioTTM,pfcfRatioTTM,pbRatioTTM,ptbRatioTTM,evToSalesTTM,enterpriseValueOverEBITDATTM,evToOperatingCashFlowTTM,evToFreeCashFlowTTM,earningsYieldTTM,freeCashFlowYieldTTM,debtToEquityTTM,debtToAssetsTTM,netDebtToEBITDATTM,incomeQualityTTM,dividendYieldTTM,dividendYieldPercentageTTM,salesGeneralAndAdministrativeToRevenueTTM,researchAndDevelopementToRevenueTTM,intangiblesToTotalAssetsTTM,capexToOperatingCashFlowTTM,capexToRevenueTTM,capexToDepreciationTTM,stockBasedCompensationToRevenueTTM,grahamNumberTTM,roicTTM,returnOnTangibleAssetsTTM,grahamNetNetTTM,workingCapitalTTM,tangibleAssetValueTTM,netCurrentAssetValueTTM,investedCapitalTTM,averageReceivablesTTM,averagePayablesTTM,averageInventoryTTM,daysSalesOutstandingTTM,daysPayablesOutstandingTTM,daysOfInventoryOnHandTTM,roeTTM,capexPerShareTTM,debtToMarketCapTTM,symbol,price,beta,volAvg,mktCap,lastDiv,range,changes,companyName,currency,cik,isin,cusip,exchange,exchangeShortName,industry,website,description,ceo,sector,country,fullTimeEmployees,phone,address,city,state,zip,dcfDiff,dcf,image,ipoDate,defaultImage,isEtf,isActivelyTrading,isAdr,isFund
0.005137857360870892,0.5137857360870892,30.29515324233766,15.930201413262536,0.1573889448475754,0.8208700223419635,0.7775072455748386,0.19479702014926922,45.399134791665624,10.709117458475104,56.10825225014073,92.46158742342055,-36.353335173279824,0.46632081645294554,0.31811892118711377,0.3172047576467532,0.2430126434312604,0.23389344714089985,0.29373281043857347,1.5130553784426855,0.682324200962167,0.7661065528591001,0.9971263465343425,0.31811892118711377,0.2964257788324231,1.4699383196598599,0.5404851336662951,0.5951315901128608,0,1.115800623306785,4.958874782921133,8.03980079521266,3.9475852640135978,34.08310735364492,8.540959126205308,1.2087141075919368,7.306616036913764,6.568324756393889,3.234476108640729,0.27363961974793066,0.8989557851692285,1.115800623306785,5.5838939857288485,9.896657633242999,4.15252245764318,44.127442355230855,44.127442355230855,7.333488767777483,30.29515324233766,29.812151615458035,26.90438350761255,26.90438350761255,15.930201413262536,7.333488767777483,21.647513170970576,44.127442355230855,1.01,26.70160133844806,6.488826725103944,4.4548242433248,4.4548242433248,4.4548242433248,6.548316862612863,2936079564000,3006103564000,26.90438350761255,29.812151615458035,44.127442355230855,44.127442355230855,7.508388734308108,21.647513170970576,27.4389678703129,30.52315622525029,0.0330085803494961,0.03354336892213729,1.4699383196598599,0.2964257788324231,0.5042559013725462,1.126030382140728,0.005137857360870892,0.5137857360870892,0,0.08139802081095797,0,0.10104421483077147,0.02764970052402052,0.9624413145539906,0.030569528881073817,25.50290392541319,0.4730145868197246,0.29373281043857347,-11.701683370812564,-25897000000,66796000000,-145763000000,20979000000,54552000000,58018000000,6590000000,45.399134791665624,92.46158742342055,10.709117458475104,1.5130553784426855,0.7382912805198745,0.03344119185456788,AAPL,196.58,1.211,61130764,2936079564000,1.01,169.21-260.1,0.94,Apple Inc.,USD,0000320193,US0378331005,037833100,NASDAQ Global Select,NASDAQ,Consumer Electronics,https://www.apple.com,"Apple Inc. designs, manufactures, and markets smartphones, personal computers, tablets, wearables, and accessories worldwide. The company offers iPhone, a line of smartphones; Mac, a line of personal computers; iPad, a line of multi-purpose tablets; and wearables, home, and accessories comprising AirPods, Apple TV, Apple Watch, Beats products, and HomePod. It also provides AppleCare support and cloud services; and operates various platforms, including the App Store that allow customers to discover and download applications and digital content, such as books, music, video, games, and podcasts, as well as advertising services include third-party licensing arrangements and its own advertising platforms. In addition, the company offers various subscription-based services, such as Apple Arcade, a game subscription service; Apple Fitness+, a personalized fitness service; Apple Music, which offers users a curated listening experience with on-demand radio stations; Apple News+, a subscription news and magazine service; Apple TV+, which offers exclusive original content; Apple Card, a co-branded credit card; and Apple Pay, a cashless payment service, as well as licenses its intellectual property. The company serves consumers, and small and mid-sized businesses; and the education, enterprise, and government markets. It distributes third-party applications for its products through the App Store. The company also sells its products through its retail and online stores, and direct sales force; and third-party cellular network carriers, wholesalers, retailers, and resellers. Apple Inc. was founded in 1976 and is headquartered in Cupertino, California.",Mr. Timothy D. Cook,Technology,US,164000,(408) 996-1010,One Apple Park Way,Cupertino,CA,95014,34.17338,162.40662227439228,https://images.financialmodelingprep.com/symbol/AAPL.png,1980-12-12,False,False,True,False,False
