symbol,cik,filing_url,document_url,extraction_date
NFLX,0001065280,https://www.sec.gov/Archives/edgar/data/1065280/000106528025000044/0001065280-25-000044-index.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/1065280/000106528025000044/nflx-20241231.htm,2025-06-23T15:25:27.747251
