symbol,cik,filing_url,document_url,extraction_date
AAPL,0000320193,https://www.sec.gov/Archives/edgar/data/320193/000032019324000123/0000320193-24-000123-index.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/320193/000032019324000123/aapl-20240928.htm,2025-06-23T15:06:42.673561
