date,close,volume,pe_ratio,eps,beta
2024-06-20 00:00:00-04:00,208.70394897460938,86172500,30.572319,6.43,1.211
2024-06-21 00:00:00-04:00,206.524169921875,246421400,30.572319,6.43,1.211
2024-06-24 00:00:00-04:00,207.171142578125,80727000,30.572319,6.43,1.211
2024-06-25 00:00:00-04:00,208.0968017578125,56713900,30.572319,6.43,1.211
2024-06-26 00:00:00-04:00,212.25733947753906,66213200,30.572319,6.43,1.211
2024-06-27 00:00:00-04:00,213.10340881347656,49772700,30.572319,6.43,1.211
2024-06-28 00:00:00-04:00,209.6395721435547,82542700,30.572319,6.43,1.211
2024-07-01 00:00:00-04:00,215.7410430908203,60402900,30.572319,6.43,1.211
2024-07-02 00:00:00-04:00,219.2446746826172,58046200,30.572319,6.43,1.211
2024-07-03 00:00:00-04:00,220.5187225341797,37369800,30.572319,6.43,1.211
2024-07-05 00:00:00-04:00,225.28639221191406,60412400,30.572319,6.43,1.211
2024-07-08 00:00:00-04:00,226.75953674316406,59085900,30.572319,6.43,1.211
2024-07-09 00:00:00-04:00,227.61550903320312,48076100,30.572319,6.43,1.211
2024-07-10 00:00:00-04:00,231.89549255371094,62627700,30.572319,6.43,1.211
2024-07-11 00:00:00-04:00,226.5106964111328,64710600,30.572319,6.43,1.211
2024-07-12 00:00:00-04:00,229.46685791015625,53046500,30.572319,6.43,1.211
2024-07-15 00:00:00-04:00,233.3088836669922,62631300,30.572319,6.43,1.211
2024-07-16 00:00:00-04:00,233.7269287109375,43234300,30.572319,6.43,1.211
2024-07-17 00:00:00-04:00,227.81459045410156,57345900,30.572319,6.43,1.211
2024-07-18 00:00:00-04:00,223.13644409179688,66034600,30.572319,6.43,1.211
2024-07-19 00:00:00-04:00,223.26585388183594,49151500,30.572319,6.43,1.211
2024-07-22 00:00:00-04:00,222.91748046875,48201800,30.572319,6.43,1.211
2024-07-23 00:00:00-04:00,223.9626007080078,39960300,30.572319,6.43,1.211
2024-07-24 00:00:00-04:00,217.52268981933594,61777600,30.572319,6.43,1.211
2024-07-25 00:00:00-04:00,216.4776153564453,51391200,30.572319,6.43,1.211
2024-07-26 00:00:00-04:00,216.94541931152344,41601300,30.572319,6.43,1.211
2024-07-29 00:00:00-04:00,217.22412109375,36311800,30.572319,6.43,1.211
2024-07-30 00:00:00-04:00,217.78152465820312,41643800,30.572319,6.43,1.211
2024-07-31 00:00:00-04:00,221.04623413085938,50036300,30.572319,6.43,1.211
2024-08-01 00:00:00-04:00,217.3435516357422,62501000,30.572319,6.43,1.211
2024-08-02 00:00:00-04:00,218.83656311035156,105568600,30.572319,6.43,1.211
2024-08-05 00:00:00-04:00,208.2958526611328,119548600,30.572319,6.43,1.211
2024-08-06 00:00:00-04:00,206.26535034179688,69660500,30.572319,6.43,1.211
2024-08-07 00:00:00-04:00,208.84332275390625,63516400,30.572319,6.43,1.211
2024-08-08 00:00:00-04:00,212.3170623779297,47161100,30.572319,6.43,1.211
2024-08-09 00:00:00-04:00,215.23342895507812,42201600,30.572319,6.43,1.211
2024-08-12 00:00:00-04:00,216.76803588867188,38028100,30.572319,6.43,1.211
2024-08-13 00:00:00-04:00,220.4949493408203,44155300,30.572319,6.43,1.211
2024-08-14 00:00:00-04:00,220.943359375,41960600,30.572319,6.43,1.211
2024-08-15 00:00:00-04:00,223.93284606933594,46414000,30.572319,6.43,1.211
