symbol,cik,filing_url,document_url,extraction_date
GOOGL,0001652044,https://www.sec.gov/Archives/edgar/data/1652044/000165204425000014/0001652044-25-000014-index.htm,https://www.sec.gov/ix?doc=/Archives/edgar/data/1652044/000165204425000014/goog-20241231.htm,2025-06-23T15:25:25.358354
